ID,city,district,location,organizer,serial_number,course_name,category,teacher,start_date,end_date,classtime,classroom,charge,intro,figure,signup,relate_website
kh_lc日語進階班(B)2016-04-19,高雄市,前鎮區,高雄市前鎮區中山三路132號,獅甲會館,022409,日語進階班(B),語言學習,陳松柏,2016-04-19,2016-06-21,每周二 晚上0700~0900,獅甲會館538教室,優惠身份: 1000元     一般民眾: 1100元,"本進階班為略具日檢N4、N5程度之班級。除傳授日文學習經驗，課程內容外，對擬參加日檢者在課堂中予以重點提示，促進學習成效。",,http://college.kcg.gov.tw/class_info.asp?C_name=%a4%e9%bby%b6i%b6%a5%afZ(B),http://college.kcg.gov.tw/class_file/1/2566/43-22-陳松柏-日語進階班(B)-409.docx
kh_lc初級實用英語會話2016-04-20,高雄市,前鎮區,高雄市前鎮區中山三路132號,獅甲會館,022411,初級實用英語會話,語言學習,李涵嫣,2016-04-20,2016-06-22,每周三 晚上0700~0900,獅甲會館402教室,優惠身份: 1000元     一般民眾: 1100元,"適合有發音基礎者(1)從單字、片語、俚語、句型入門。(2)洋腔洋調英語實用會話。(3)英文文法。(4)節慶Easy Talk。(5)書籍團購。講義費50元另繳。",,http://college.kcg.gov.tw/class_info.asp?C_name=%aa%ec%af%c5%b9%ea%a5%ce%ad^%bby%b7|%b8%dc,http://college.kcg.gov.tw/class_file/1/2565/44-22期-李涵嫣-初級實用英語會話-411.docx
kh_lc初級日語會話(獅甲)2016-04-22,高雄市,前鎮區,高雄市前鎮區中山三路132號,獅甲會館,022415,初級日語會話(獅甲),語言學習,程富資,2016-04-22,2016-06-24,每周五 晚上0700~0900,獅甲會館539教室,優惠身份: 1000元     一般民眾: 1100元,"需具備50音認知學者，由最基礎的日常生活問後語∼慣用性會話∼基礎文法∼文型練習∼習題解析等輕鬆教學。",,http://college.kcg.gov.tw/class_info.asp?C_name=%aa%ec%af%c5%a4%e9%bby%b7|%b8%dc(%b7%e0%a5%d2),http://college.kcg.gov.tw/class_file/1/2564/45-22-程富資-初級日語會話(獅甲)-415.doc
kh_lc帶著英文環遊世界(獅甲)2016-04-22,高雄市,前鎮區,高雄市前鎮區中山三路132號,獅甲會館,022417,帶著英文環遊世界(獅甲),語言學習,唐嘉禾,2016-04-22,2016-06-24,每周五 晚上0700~0900,獅甲會館408教室,優惠身份: 1000元     一般民眾: 1100元,"五大主題，不論出國旅行、出差、或留學，往往要面臨食衣住行及日常生活等大大小小的問題，此時如果能夠說得一口流利的英語，就像吃了一顆安定丸一樣，將可以幫助你一路暢所無阻，快速融入當地生活。【教材費約550元於第一堂課另繳交】",,http://college.kcg.gov.tw/class_info.asp?C_name=%b1a%b5%db%ad^%a4%e5%c0%f4%b9C%a5@%ac%c9(%b7%e0%a5%d2),http://college.kcg.gov.tw/class_file/1/2569/34-22-唐嘉禾-帶著英文環遊世界-417.docx
kh_lc日語會話進階(鳳山)2016-04-20,高雄市,鳳山區,高雄市鳳山區青年路二段77號,獅甲會館,022471,日語會話進階(鳳山),語言學習,程富資,2016-04-20,2016-06-22,每周三 晚上0700~0900,鳳山文化館101教室,優惠身份: 1000元     一般民眾: 1100元,"大家說日本語:單字、句型活用、日常生活會話活用、造句練習、日本語歌教唱",,http://college.kcg.gov.tw/class_info.asp?C_name=%a4%e9%bby%b7|%b8%dc%b6i%b6%a5(%bb%f1%a4s),http://college.kcg.gov.tw/class_file/1/2495/39-22-程富資-日語會話進階-471.doc
kh_lc日語初級會話A(鳳山)2016-04-18,高雄市,鳳山區,高雄市鳳山區青年路二段77號,獅甲會館,022473,日語初級會話A(鳳山),語言學習,程富資,2016-04-18,2016-06-26,每周一 晚上0700~0900,鳳山文化館201教室,優惠身份: 1000元     一般民眾: 1100元,"清音、濁音、半濁音、拗音由發音開始認識文字記號、漢字、平假名、片假名、外來語進而輕鬆的導入日本歌曲教唱，增加學習之樂趣。",,http://college.kcg.gov.tw/class_info.asp?C_name=%a4%e9%bby%aa%ec%af%c5%b7|%b8%dcA(%bb%f1%a4s),http://college.kcg.gov.tw/class_file/1/2496/40-22-程富資-日語初級會話A-473.doc
kh_lc英文基礎要打好─KK發音輕鬆學初階會話班(鳳山)2016-04-21,高雄市,鳳山區,高雄市鳳山區青年路二段77號,獅甲會館,022477,英文基礎要打好─KK發音輕鬆學初階會話班(鳳山),語言學習,唐嘉禾,2016-04-21,2016-06-26,每周四 晚上0700~0900,鳳山文化館101教室,優惠身份: 1000元     一般民眾: 1100元,"本課程將採用深入淺出的方式，完整的介紹英語音標系統，透過音的差異對比使學生清楚明白地學習，並搭配自然發音，利用字母拼音，讓你輕輕鬆鬆學好英語發音。帶入自然發音的口語方式，讓您自然而然開口說英語，課程並配合基礎文法及簡單且生活化的英文句子練習，讓您充滿自信開口說英語。(適合初學英文及想從頭學好英語發音",,http://college.kcg.gov.tw/class_info.asp?C_name=%ad^%a4%e5%b0%f2%c2%a6%adn%a5%b4%a6n%a2wKK%b5o%ad%b5%bb%b4%c3P%be%c7%aa%ec%b6%a5%b7|%b8%dc%afZ(%bb%f1%a4s),http://college.kcg.gov.tw/class_file/1/2497/41-22-唐嘉禾-英文基礎要打好-KK發音輕鬆學初階會話班-477.doc
kh_lc帶著英文環遊世界(鳳山)2016-04-24,高雄市,鳳山區,高雄市鳳山區青年路二段77號,獅甲會館,022479,帶著英文環遊世界(鳳山),語言學習,唐嘉禾,2016-04-24,2016-06-26,每周日 早上1000~1200,鳳山文化館101教室,優惠身份: 1000元     一般民眾: 1100元,"五大主題，不論出國旅行、出差、或留學，往往要面臨食衣住行及日常生活等大大小小的問題，此時如果能夠說得一口流利的英語，就像吃了一顆安定丸一樣，將可以幫助你一路暢所無阻，快速融入當地生活。【教材費約550元於第一堂課另繳交】",,http://college.kcg.gov.tw/class_info.asp?C_name=%b1a%b5%db%ad^%a4%e5%c0%f4%b9C%a5@%ac%c9(%bb%f1%a4s),http://college.kcg.gov.tw/class_file/1/2499/42-22-唐嘉禾-帶著英文環遊世界-479.docx
kh_lc日語基礎發音(鳳山)2016-04-24,高雄市,鳳山區,高雄市鳳山區青年路二段77號,獅甲會館,022483,日語基礎發音(鳳山),語言學習,程富資,2016-04-24,2016-06-26,每周日 下午0200~0400,鳳山文化館201教室,優惠身份: 1000元     一般民眾: 1100元,"日文基本50音清音、濁音、半濁音、拗音由發音開始認識文字記號、漢字、平假名、片假名、外來語進而輕鬆的導入日本歌曲教唱，增加學習之樂趣。",,http://college.kcg.gov.tw/class_info.asp?C_name=%a4%e9%bby%b0%f2%c2%a6%b5o%ad%b5(%bb%f1%a4s),http://college.kcg.gov.tw/class_file/1/2494/37-22-程富資-日語基礎發音-483.doc
kh_lc日語基礎入門(鳳山)2016-04-21,高雄市,鳳山區,高雄市鳳山區青年路二段77號,獅甲會館,022485,日語基礎入門(鳳山),語言學習,程富資,2016-04-21,2016-06-23,每周四 下午0700~0900,鳳山文化館201教室,優惠身份: 1000元     一般民眾: 1100元,"日文基本50音清音、濁音、半濁音、拗音由發音開始認識文字記號、漢字、平假名、片假名、外來語進而輕鬆的導入日本歌曲教唱，增加學習之樂趣。",,http://college.kcg.gov.tw/class_info.asp?C_name=%a4%e9%bby%b0%f2%c2%a6%a4J%aa%f9(%bb%f1%a4s),http://college.kcg.gov.tw/class_file/1/2503/38-22期-程富資-日語基礎入門-485.doc
kh_lc縫紉手藝班2016-04-18,高雄市,前鎮區,高雄市前鎮區中山三路132號,獅甲會館,022502,縫紉手藝班,創意手作,鐘壽美,2016-04-18,2016-06-22,每周一三 早上0830~1130,勞工局B1縫紉教室,優惠身份: 1400元     一般民眾: 1500元,"視學員程度由基本縫紉、製圖、裁剪、縫製等技能由淺入深教起，使學員在多元的學習下，經由不同款式服裝變化中，培訓出有創意的設計，以增添流行感，並利用各款式及剩布做各式胸花、家用收納袋及小作品。培養學員一技之長，進而在家庭職業上發揮專業能力。",,http://college.kcg.gov.tw/class_info.asp?C_name=%c1_%ac%f7%a4%e2%c3%c0%afZ,http://college.kcg.gov.tw/class_file/1/2563/46-22期-鐘壽美-縫紉手藝班-502.doc
kh_lc祺袍製作班2016-04-18,高雄市,前鎮區,高雄市前鎮區中山三路132號,獅甲會館,022504,祺袍製作班,創意手作,邱秀梅,2016-04-18,2016-06-22,每周一三 下午0130~0430,勞工局B1縫紉教室,優惠身份: 1400元     一般民眾: 1500元,"盤花釦  緄邊  量身法  旗袍製作  改良式製作",,http://college.kcg.gov.tw/class_info.asp?C_name=%b8R%b3T%bbs%a7@%afZ,http://college.kcg.gov.tw/class_file/1/2562/47-22-邱秀梅-祺袍製作-504.doc
kh_lc時裝製作(A1)2016-04-18,高雄市,前鎮區,高雄市前鎮區中山三路132號,獅甲會館,022508,時裝製作(A1),創意手作,李佩瑤,2016-04-18,2016-06-22,每周一三 晚上0620~0920,勞工局B1縫紉教室,優惠身份: 1400元     一般民眾: 1500元,"課程內容安排由淺入深，重視每位學員不同的需求，依據每位學員不同的需求，提出適合的學習方案，讓學員能快樂、紮實的學習。以時裝為主，認識基本手縫、針車使用及保養、製圖工具的認識、簡單基本裙子打版及製作方法，褲子打版縫製方法。",,http://college.kcg.gov.tw/class_info.asp?C_name=%ae%c9%b8%cb%bbs%a7@(A1),http://college.kcg.gov.tw/class_file/1/2561/48-22-李佩瑤-時裝(A1)-508.docx
kh_lc時裝製作(A2)2016-04-20,高雄市,前鎮區,高雄市前鎮區中山三路132號,獅甲會館,022510,時裝製作(A2),創意手作,林楊淑芳,2016-04-20,2016-06-24,每周三五 早上0830~1130,勞工局B1縫紉教室,優惠身份: 1400元     一般民眾: 1500元,"男女服裝的基本製圖、縫製，並利用基本圖型做出各式服裝變化，利用剩餘布料製作收納袋等。",,http://college.kcg.gov.tw/class_info.asp?C_name=%ae%c9%b8%cb%bbs%a7@(A2),http://college.kcg.gov.tw/class_file/1/2560/49-22-楊淑芳-時裝(A2)-510.doc
kh_lc時裝製作(A3)2016-04-19,高雄市,前鎮區,高雄市前鎮區中山三路132號,獅甲會館,022512,時裝製作(A3),創意手作,王玉玲,2016-04-19,2016-06-24,每周二四 早上0830~1130,勞工局B1縫紉教室,優惠身份: 1400元     一般民眾: 1500元,"服裝為人們生活中基本的需求之一，衣著是美的呈現，也是一種藝術。雖然各項製圖、剪裁及縫製已邁向自動化，成衣製品層出不窮，然而在平時總會遇到些待以處理的問題，因此，縫紉教學可讓學習者習得一技之長，達到「學以致用」的教育功能。再者，學習者可藉由學習活動，增進人際關係之互動，培養耐性與細心，彼此切磋創作、",,http://college.kcg.gov.tw/class_info.asp?C_name=%ae%c9%b8%cb%bbs%a7@(A3),http://college.kcg.gov.tw/class_file/1/2559/50-22-王玉玲-時裝(A3)-512.docx
kh_lc時裝製作(A4)2016-04-19,高雄市,前鎮區,高雄市前鎮區中山三路132號,獅甲會館,022514,時裝製作(A4),創意手作,王許木蓮,2016-04-19,2016-06-23,每周二四 下午0130~0430,勞工局B1縫紉教室,優惠身份: 1400元     一般民眾: 1500元,"著重服裝基本概念及家庭縫紉技能，俾其能處理全家一般衣物之縫補及修改作業。對具備服裝基本知能者，則著重女裝之製圖、縫製及設計能力。另輔導學員參加女裝甲、乙、丙級技術士檢定考試。",,http://college.kcg.gov.tw/class_info.asp?C_name=%ae%c9%b8%cb%bbs%a7@(A4),http://college.kcg.gov.tw/class_file/1/2558/時裝A4.doc
kh_lc時裝製作(A5)2016-04-19,高雄市,前鎮區,高雄市前鎮區中山三路132號,獅甲會館,022516,時裝製作(A5),創意手作,鄭蔡月琴,2016-04-19,2016-06-23,每周二四 晚上0620~0920,勞工局B1縫紉教室,優惠身份: 1400元     一般民眾: 1500元,"一、發揮潛能，享受DIY自己動手的樂趣，從設計、繪圖、打版剪裁、到完成成品一氣呵成。培養自身沉靜優雅特質，自娛娛人。二、培養一技之長或是第二專長。在這變動不定的社會當中多一項技能，就多了一層保障。",,http://college.kcg.gov.tw/class_info.asp?C_name=%ae%c9%b8%cb%bbs%a7@(A5),http://college.kcg.gov.tw/class_file/1/2557/52-22-蔡月琴-時裝(A5)-516.doc
kh_lc直覺簡易剪髮2016-04-21,高雄市,前鎮區,高雄市前鎮區中山三路132號,獅甲會館,022522,直覺簡易剪髮,創意手作,李名山,2016-04-21,2016-06-23,每周四 晚上0700~0900,獅甲會館540教室,優惠身份: 1200元     一般民眾: 1300元,"想要自己修個漂亮劉海不求他人嗎？想要幫自己小孩、老公修個帥氣髮型嗎？想要知道甚麼樣的髮型適合甚麼樣的臉型跟身型嗎？想要知道韓劇女主角的髮型怎麼吹整嗎？直覺簡易剪髮課程結合理論與操作，將教導你輕鬆在家裡吹剪頭髮，讓你的髮型好看、好整理、漂亮出門。",,http://college.kcg.gov.tw/class_info.asp?C_name=%aa%bd%c4%b1%c2%b2%a9%f6%b0%c5%bev,http://college.kcg.gov.tw/class_file/1/2556/56-22-李名山-直覺簡易剪髮-522.doc
kh_lc時裝製作(C1)-平日班2016-04-18,高雄市,前鎮區,高雄市前鎮區中山三路132號,獅甲會館,022526,時裝製作(C1)-平日班,創意手作,葉怡君,2016-04-18,2016-06-23,每周一四 晚上0630~0930,獅甲會館B1中堂,優惠身份: 1400元     一般民眾: 1500元,"了解服裝製作基本概念，包括打版.裁剪.車縫製作等技能與知識，利用文化式原型打版結合流行線條設計製作車縫上衣。",,http://college.kcg.gov.tw/class_info.asp?C_name=%ae%c9%b8%cb%bbs%a7@(C1)-%a5%ad%a4%e9%afZ,http://college.kcg.gov.tw/class_file/1/2506/22教學綱要(衣連裙) 網路版.doc
kh_lc時裝製作(C2)-假日班2016-04-23,高雄市,前鎮區,高雄市前鎮區中山三路132號,獅甲會館,022528,時裝製作(C2)-假日班,創意手作,葉怡君,2016-04-23,2016-06-26,每周六日 早上0930~1230,獅甲會館B1中堂,優惠身份: 1400元     一般民眾: 1500元,"了解服裝製作基本概念，包括打版.裁剪.車縫製作等技能與知識，利用文化式原型打版結合流行線條設計製作車縫上衣。",,http://college.kcg.gov.tw/class_info.asp?C_name=%ae%c9%b8%cb%bbs%a7@(C2)-%b0%b2%a4%e9%afZ,http://college.kcg.gov.tw/class_file/1/2505/22教學綱要(衣連裙) 網路版.doc
kh_lc時裝禮服與配飾2016-04-18,高雄市,前鎮區,高雄市前鎮區中山三路132號,獅甲會館,022534,時裝禮服與配飾,創意手作,陳麗珠,2016-04-18,2016-06-23,每周一四 早上0900~1200,獅甲會館B1中堂,優惠身份: 1400元     一般民眾: 1500元,"以基礎洋裁為主軸、延伸至時裝禮服的製作、並教授時尚的新娘配飾與珠寶捧花製作∼快速習得一技之長",,http://college.kcg.gov.tw/class_info.asp?C_name=%ae%c9%b8%cb%c2%a7%aaA%bbP%b0t%b9%a2,http://college.kcg.gov.tw/class_file/1/2590/55-22期-陳麗珠-時裝禮服與配飾班-534.doc
kh_lc歐美花藝設計2016-04-19,高雄市,前鎮區,高雄市前鎮區中山三路132號,獅甲會館,022601,歐美花藝設計,創意手作,黃麗珍,2016-04-19,2016-06-21,每周二 下午0200~0400,獅甲會館403教室,優惠身份: 1100元     一般民眾: 1200元,"以基本教學為主，達到美化自家環境、空間的效果，更進加強技巧的訓練，應用家裡現有的各種容器自我創作。採用歐美教育課程，從基本花型、送禮花束、盆栽組合，胸花、供花、家庭擺設、到自我創作，教導花藝最新手法、配色、技巧，不分程度，個別指導。",,http://college.kcg.gov.tw/class_info.asp?C_name=%bc%da%ac%fc%aa%e1%c3%c0%b3]%adp,http://college.kcg.gov.tw/class_file/1/2555/57-22-黃麗珍-歐美花藝設計-601.doc
kh_lc花藝設計班2016-04-20,高雄市,前鎮區,高雄市前鎮區中山三路132號,獅甲會館,022602,花藝設計班,創意手作,林楊淑芳,2016-04-20,2016-06-22,每周三 下午0130~0330,勞工局B1插花教室,優惠身份: 1100元     一般民眾: 1200元,"利用東洋流派與歐式花藝的交流結合，可學到多樣的插花技巧及變化，讓學員對插花的境界有深一層的認識且更懂得如何擺飾及欣賞的角度。",,http://college.kcg.gov.tw/class_info.asp?C_name=%aa%e1%c3%c0%b3]%adp%afZ,http://college.kcg.gov.tw/class_file/1/2553/59-22-楊淑芳-花藝設計-602.doc
kh_lc養生飲食DIY2016-04-20,高雄市,前鎮區,高雄市前鎮區中山三路132號,獅甲會館,022603,養生飲食DIY,健康養生,吳寶玲,2016-04-20,2016-06-22,每周三 早上0930~1130,獅甲會館540教室,優惠身份: 1100元     一般民眾: 1200元,"現代生活型態，因環境汙染、飲食汙染、缺乏運動、工作壓力、生活緊張，因此健康也亮紅燈，希望這課程對大家有所幫助。",,http://college.kcg.gov.tw/class_info.asp?C_name=%bei%a5%cd%b6%bc%ad%b9DIY,http://college.kcg.gov.tw/class_file/1/2554/58-22期-吳寶玲-養生飲食DIY班-603.docx
kh_lc生活花藝設計2016-04-19,高雄市,前鎮區,高雄市前鎮區中山三路132號,獅甲會館,022604,生活花藝設計,健康養生,黃麗珍,2016-04-19,2016-06-21,每周二 晚上0700~0900,獅甲會館408教室,優惠身份: 1100元     一般民眾: 1200元,"採用歐美教育課程，從基本花型、送禮花束、包裝、胸花、供花、家庭擺設、到自我創作，教導花藝最新手法、配色、技巧，不分程度，個別指導。",,http://college.kcg.gov.tw/class_info.asp?C_name=%a5%cd%ac%a1%aa%e1%c3%c0%b3]%adp,http://college.kcg.gov.tw/class_file/1/2552/60-22-黃麗珍-生活花藝設計-604.doc
kh_lc迷你盆栽(獅甲)2016-04-19,高雄市,前鎮區,高雄市前鎮區中山三路132號,獅甲會館,022606,迷你盆栽(獅甲),創意手作,陳國生,2016-04-19,2016-06-21,每周二 晚上0700~0900,獅甲會館403教室,優惠身份: 1100元     一般民眾: 1200元,"一、學習了解植物的生態。二、使用居家空間享受盆栽樂趣。三、提升個人藝術美感。四、親近自然，增加生活情趣。以台灣常見的松柏、雜木、紅葉、香花、結果、開花植物製作成迷你小型化盆栽。",,http://college.kcg.gov.tw/class_info.asp?C_name=%b0g%a7A%ac%d6%ae%e2(%b7%e0%a5%d2),http://college.kcg.gov.tw/class_file/1/2551/61-22-陳國生-迷你盆栽(獅甲)-606.doc
kh_lc水墨畫2016-04-20,高雄市,前鎮區,高雄市前鎮區中山三路132號,獅甲會館,022701,水墨畫,美術繪畫,黃謝逸娥,2016-04-20,2016-06-22,每周三 晚上0700~0900,獅甲會館303教室,優惠身份: 1100元     一般民眾: 1200元,"訓練學員學習如何欣賞水墨畫之美，最後再教導學員自行創作，使學員能運用所學畫出「自己的畫」。",,http://college.kcg.gov.tw/class_info.asp?C_name=%a4%f4%be%a5%b5e,http://college.kcg.gov.tw/class_file/1/2550/62-22期-謝逸娥-水墨畫-701.doc
kh_lc水彩畫創作(獅甲)2016-04-19,高雄市,前鎮區,高雄市前鎮區中山三路132號,獅甲會館,022703,水彩畫創作(獅甲),創意手作,陳永正,2016-04-19,2016-06-21,每周二 晚上0700~0900,獅甲會館540教室,優惠身份: 1100元     一般民眾: 1200元,"了解水彩技法及運用了解水彩工具的使用如何創作水彩作品",,http://college.kcg.gov.tw/class_info.asp?C_name=%a4%f4%b1m%b5e%b3%d0%a7@(%b7%e0%a5%d2),http://college.kcg.gov.tw/class_file/1/2549/63-22-陳永正-水彩畫創作(獅甲)-703.docx
kh_lc拼布藝術班(一)2016-04-20,高雄市,前鎮區,高雄市前鎮區中山三路132號,獅甲會館,022704,拼布藝術班(一),創意手作,蔡珮蓉,2016-04-20,2016-06-22,每周三 晚上0700~0900,獅甲會館538教室,優惠身份: 900元     一般民眾: 1000元,"每個學員的想法、年齡都不一樣，但是興趣卻是相同的，新生可以舊生為學習榜樣，在目標砥定的學習環境裡，能堅定學員對課程的用心度，以創造出不凡的成品。",,http://college.kcg.gov.tw/class_info.asp?C_name=%ab%f7%a5%ac%c3%c0%b3N%afZ(%a4@),http://college.kcg.gov.tw/class_file/1/2546/拼布藝術一.doc
kh_lc創意中國結(A)2016-04-20,高雄市,前鎮區,高雄市前鎮區中山三路132號,獅甲會館,022705,創意中國結(A),創意手作,蘇黃秀梅,2016-04-20,2016-06-22,每周三 下午0200~0400,獅甲會館538教室,優惠身份: 900元     一般民眾: 1000元,"學習中國結藝及手工藝，親身製作完成穿帶於身上飾品、手機吊飾、時尚手提包、水晶串珠、臘線幸運手環、項鍊、動物植物擺飾、室內結藝吊飾、等、動物植物擺飾、室內結藝吊飾、、等。學員不需基礎、自備剪刀.尖嘴鉗.打火機、材料費約500-1000元。",,http://college.kcg.gov.tw/class_info.asp?C_name=%b3%d0%b7N%a4%a4%b0%ea%b5%b2(A),http://college.kcg.gov.tw/class_file/1/2548/64-22-黃秀梅-創意中國結A(獅甲)-705.docx
kh_lc拼布藝術班(二)2016-04-22,高雄市,前鎮區,高雄市前鎮區中山三路132號,獅甲會館,022706,拼布藝術班(二),創意手作,蔡珮蓉,2016-04-22,2016-06-24,每周五 晚上0700~0900,獅甲會館538教室,優惠身份: 900元     一般民眾: 1000元,"每個學員的想法、年齡都不一樣，但是興趣卻是相同的，新生可以舊生為學習榜樣，在目標砥定的學習環境裡，能堅定學員對課程的用心度，以創造出不凡的成品。",,http://college.kcg.gov.tw/class_info.asp?C_name=%ab%f7%a5%ac%c3%c0%b3N%afZ(%a4G),http://college.kcg.gov.tw/class_file/1/2545/拼布藝術二.doc
kh_lc創意中國結(B)2016-04-21,高雄市,前鎮區,高雄市前鎮區中山三路132號,獅甲會館,022707,創意中國結(B),創意手作,蘇黃秀梅,2016-04-21,2016-06-23,每周四 晚上0700~0900,獅甲會館408教室,優惠身份: 900元     一般民眾: 1000元,"學習中國結藝及手工藝，親身製作完成穿帶於身上飾品、手機吊飾、時尚手提包、水晶串珠、臘線幸運手環、項鍊、動物植物擺飾、室內結藝吊飾、等",,http://college.kcg.gov.tw/class_info.asp?C_name=%b3%d0%b7N%a4%a4%b0%ea%b5%b2(B),http://college.kcg.gov.tw/class_file/1/2547/65-22-黃秀梅-創意中國結B(獅甲)-707.docx
kh_lc手工馬賽克2016-04-19,高雄市,前鎮區,高雄市前鎮區中山三路132號,獅甲會館,022710,手工馬賽克,創意手作,楊慧如,2016-04-19,2016-06-21,每周二 晚上0700~0900,獅甲會館537教室,優惠身份: 1100元     一般民眾: 1200元,"1.藉此課程讓學員認識手工馬賽克鑲嵌技術的精巧，啟發創作靈感，培養生活美學。2.馬賽克鑲嵌歷史簡介、國內外作品欣賞解析、馬賽克鑲嵌實作、作品安裝與成果展示、馬賽克公共藝術作品導覽、研習。",,http://college.kcg.gov.tw/class_info.asp?C_name=%a4%e2%a4u%b0%a8%c1%c9%a7J,http://college.kcg.gov.tw/class_file/1/2544/68-22期-楊慧如、李長隆-手工馬賽克-710.doc
kh_lc禪繞畫2016-04-18,高雄市,前鎮區,高雄市前鎮區中山三路132號,獅甲會館,022718,禪繞畫,宗教信仰,涂倢禕,2016-04-18,2016-06-20,每周一 晚上0700~0900,獅甲會館539教室,優惠身份: 1100元     一般民眾: 1200元,"源自美國的禪繞畫（Zentangle），是一種隨性、隨處、隨意都可以畫的獨特藝術形式，經科學證實有放鬆身心的效果，成效媲美一個小時以上的打坐。能提筆，就會畫。不需要美術背景，便可輕鬆學會的畫圖方式，一張紙，一枝筆，即可轉換心境，由放鬆及專注中創造了藝術。",,http://college.kcg.gov.tw/class_info.asp?C_name=%c1I%c2%b6%b5e,http://college.kcg.gov.tw/class_file/1/2592/禪繞畫.doc
kh_lc看的懂世界名畫2016-04-20,高雄市,前鎮區,高雄市前鎮區中山三路132號,獅甲會館,022719,看的懂世界名畫,美術繪畫,黃雪娥,2016-04-20,2016-06-22,每周三 晚上0700~0900,獅甲會館540教室,優惠身份: 1100元     一般民眾: 1200元,"自編教材：欣賞名畫，重點不在於「看」過幾百幅，「記住」多少理論，而是要知道怎麼「欣賞」？ 你我都「看」過「蒙娜麗莎」，她帶笑的眼神、迷人的嘴角？  每堂課透過趣味性及生活化的解說，  就讓我們從零開始，豐富自己的視覺與想像，提升對美的認知，實踐更美麗精彩的生活。 Step by Step and Take Easy",,http://college.kcg.gov.tw/class_info.asp?C_name=%ac%dd%aa%ba%c0%b4%a5@%ac%c9%a6W%b5e,http://college.kcg.gov.tw/class_file/1/2543/70-22期-黃雪娥-看得懂世界名畫-719.doc
kh_lc毛線編織樂(獅甲)2016-04-21,高雄市,前鎮區,高雄市前鎮區中山三路132號,獅甲會館,022721,毛線編織樂(獅甲),創意手作,林淑樺,2016-04-21,2016-06-23,每周四 晚上0700~0900,獅甲會館538教室,優惠身份: 1100元     一般民眾: 1200元,"引導編目記號之辨別與學習編織技巧，初學者由基本款式統一教學，進階者依每位學員的喜好與需求，手作專屬幸福感，應用於圍巾、毛帽、背心、外套及生活小飾品等作品。",,http://college.kcg.gov.tw/class_info.asp?C_name=%a4%f2%bdu%bds%c2%b4%bc%d6(%b7%e0%a5%d2),http://college.kcg.gov.tw/class_file/1/2542/71-22-林淑樺-毛線編織樂-721.doc
kh_lc機縫家飾小物【平日班】(鳳山)2016-04-19,高雄市,鳳山區,高雄市鳳山區青年路二段77號,獅甲會館,022756,機縫家飾小物【平日班】(鳳山),創意手作,林淑樺,2016-04-19,2016-06-21,每周二 下午0200~0400,鳳山文化館101教室,優惠身份: 900元     一般民眾: 1000元,"引導編目記號之辨別與學習編織技巧，初學者由基本款式統一教學，進階者依每位學員的喜好與需求，手作專屬幸福感，應用於圍巾、毛帽、背心、外套及生活小飾品等作品。",,http://college.kcg.gov.tw/class_info.asp?C_name=%be%f7%c1_%aea%b9%a2%a4p%aa%ab%a1i%a5%ad%a4%e9%afZ%a1j(%bb%f1%a4s),http://college.kcg.gov.tw/class_file/1/2507/72-22期-林淑樺-機縫小物班【平日班】-756.doc
kh_lc機縫家飾小物【假日班】(鳳山)2016-04-23,高雄市,鳳山區,高雄市鳳山區青年路二段77號,獅甲會館,022758,機縫家飾小物【假日班】(鳳山),創意手作,林淑樺,2016-04-23,2016-06-26,每周六 早上0900~1100,鳳山文化館201教室,優惠身份: 900元     一般民眾: 1000元,"學習手作技巧，初學者由基本款式統一教學簡單上手，手作專屬超可愛的小物，並應用於袋包、家飾、小物作品。",,http://college.kcg.gov.tw/class_info.asp?C_name=%be%f7%c1_%aea%b9%a2%a4p%aa%ab%a1i%b0%b2%a4%e9%afZ%a1j(%bb%f1%a4s),http://college.kcg.gov.tw/class_file/1/2512/73-22期-林淑樺-機縫小物班【假日班】-758.doc
kh_lc創意金屬手作班2016-04-23,高雄市,前鎮區,高雄市前鎮區中山三路132號,獅甲會館,022774,創意金屬手作班,創意手作,盧妍伶,2016-04-23,2016-06-25,每周六 晚上0630~0900,鳳山文化館101教室,優惠身份: 1400元     一般民眾: 1500元,"是否曾經有未完成或從未啟程的小小夢想，金屬創作是一個全新的開始，利用深入淺出的創意課程，將他們幻化成迷人的作品，藉由鋸、焊、扭、敲，教導學員如何將手中的金屬，變成專屬個人的手做小物，一同進入充滿魅力的金屬工藝世界，體驗不同的生活事物。",,http://college.kcg.gov.tw/class_info.asp?C_name=%b3%d0%b7N%aa%f7%c4%dd%a4%e2%a7@%afZ,http://college.kcg.gov.tw/class_file/1/2541/74-22-盧妍伶-創意金屬手作班-774.doc
kh_lc水彩畫創作(鳳山)2016-04-18,高雄市,鳳山區,高雄市鳳山區青年路二段77號,獅甲會館,022779,水彩畫創作(鳳山),創意手作,陳永正,2016-04-18,2016-06-20,每周一 晚上0700~0900,鳳山文化館202教室,優惠身份: 1100元     一般民眾: 1200元,"了解水彩技法及運用了解水彩工具的使用如何創作水彩作品",,http://college.kcg.gov.tw/class_info.asp?C_name=%a4%f4%b1m%b5e%b3%d0%a7@(%bb%f1%a4s),http://college.kcg.gov.tw/class_file/1/2540/75-22-陳永正-水彩畫創作(鳳山)-779.docx
